"30","25","60","20","1","35","50","40","21","80"
17625029.3745345,447883.735127506,0,0,0,0,6308.49959992777,0,0,0
0,45735593.3713193,18432.5720416544,1287241.64728448,377421.470293766,60607.0689937312,28299.1784745342,0,7270.31205972,0
0,0,5901830.69146546,0,0,0,0,0,0,0
0,0,0,2907932.35380654,0,0,0,0,37146.4420218298,0
0,0,0,0,3802834.13335791,1424.31565779431,981233.961125406,0,0,0
0,0,0,0,0,1213401.44465738,276.875694847841,0,0,0
0,0,0,0,0,0,5801718.71395875,0,0,0
0,0,0,0,0,0,0,83853.84,0,0
0,0,0,0,0,0,0,0,82605.2935548477,0
0,0,0,0,0,0,0,0,0,11315.6064
