"60","1","3","35","55","80","65","20","70","30"
30650099.4063229,89120.3707976332,43404.9172849754,1482.87166790324,126976.29888744,62424.0281491297,16973.3244711999,82939.8344106221,0,0
0,6126340.60183725,47609.8656323995,5.94243972904808,234.934742470773,5313.18876063344,240883.035450536,1317.20799049196,0.252976938603313,107.446874788284
0,0,681521.134860241,2245.86762527665,7756.63872039243,53524.1007572946,123872.594373727,27446.5505878344,9822.58525617051,7271.43171767748
0,0,0,1080046.95960578,3362.04783273283,246420.712758668,898.837038406905,4510.35594259185,0,0
0,0,0,0,1069806.76203426,281857.435569189,96315.5219158243,97048.4782358066,949.74697496887,2237.76499363717
0,0,0,0,0,2457213.06863267,46834.2548085475,81073.0701136717,22409.340954596,9479.2432850418
0,0,0,0,0,0,16694431.640628,138917.359366173,0,30679.4611011733
0,0,0,0,0,0,0,6984901.3339736,2056.40986184419,0
0,0,0,0,0,0,0,0,116462824.002981,0
0,0,0,0,0,0,0,0,0,133831.122604703
