"3","35","25","30","65"
386310.315160019,11738.0241623661,38953.1744603019,14565.2340062947,0
0,223145.098976603,444665.318817012,2484.04491622986,0
0,0,33466710.6939457,14302.739546831,0
0,0,0,96909.2184432507,0
0,0,0,0,2387510.2
