"35","80","70","65","45","20","55","1","3","60"
5572967.72196805,1057882.54631554,2194105.56920387,12612.5990750487,96325.2406529252,0,1997.46306741434,19982.9753908886,6994.05239561645,0
0,4625429.25476026,45315.2666923028,38137.825594249,679.871358515923,16900.3057154146,37701.9180686743,28260.4227485907,5830.71638449459,9055.41993967741
0,0,11504661.942432,2159.20509737526,497425.757099123,0,0,0,0,0
0,0,0,12054693.8868182,17292.0879158366,46454.106232481,8216.01540299179,0,0,0
0,0,0,0,9199803.08761014,0,0,956.129198423236,30.2934490496107,0
0,0,0,0,0,4755312.53397878,33369.433045681,0,28.0790025401731,12672.7861537453
0,0,0,0,0,0,107691.659369896,0,13987.4951250852,0
0,0,0,0,0,0,0,841525.138574438,101354.46303234,0
0,0,0,0,0,0,0,0,421617.326284472,0
0,0,0,0,0,0,0,0,0,5232204.12349428
