"35","80","70","65","45","20","55","1","3","19","60"
2809905.57954995,438919.129239224,671641.993075926,888.489276013042,201818.539410816,925.423197082248,6148.40861825483,2655.92923866008,4533.24332242728,2.45075738130381,0
0,4862464.69021359,42131.0896746378,57997.5657066979,2895.65913011066,14409.9229798057,76750.5542014208,23146.6477246863,10035.3752574167,3943.27936958897,6966.86689632835
0,0,24087508.5944662,39281.6512019495,2250319.75919211,0,4848.10332794362,45700.780223528,2866.68749048758,0,0
0,0,0,14155276.9560735,3963.82180824391,44945.8698067679,73409.4518038298,0,1703.89232730482,375.81323648189,0
0,0,0,0,8669661.48092595,0,686.523250247441,1050.67878937691,98.3157547533675,0,0
0,0,0,0,0,6876948.95594475,18013.3968139308,16600.9228854722,5927.47643673711,0,0
0,0,0,0,0,0,344753.656708845,4613.77305594802,2641.14326993606,5128.45736325862,0
0,0,0,0,0,0,0,578546.685794828,143066.950881107,0,0
0,0,0,0,0,0,0,0,397889.5354871,160.026698949416,0
0,0,0,0,0,0,0,0,0,1214.20989867204,0
0,0,0,0,0,0,0,0,0,0,10434598.3765306
