"30","25","35","60","20","50","1","80","21","40"
24157426.9542953,362996.911046796,1583.46706203585,0,7992.19708552079,0,186.273845788861,0,0,0
0,44232761.7448535,39532.8267267513,60331.8419432987,943720.568108992,248131.564502511,6089.29639852307,0,49727.039302628,0
0,0,4496820.66181047,0,0,103744.51137615,0,0,0,0
0,0,0,10481299.6886902,0,0,0,0,0,0
0,0,0,0,2335525.63346956,0,0,0,3854.06474438986,0
0,0,0,0,0,16350367.452635,594457.240184315,8.83469391541838,0,0
0,0,0,0,0,0,2847253.0016624,1776.21750940873,0,0
0,0,0,0,0,0,0,353318.684269935,0,0
0,0,0,0,0,0,0,0,7836.51759131589,0
0,0,0,0,0,0,0,0,0,748691.178
