"30","1","80","60","25"
6237738.00672573,189637.079238161,0,0,0
0,3060914.09566636,1208.3198264594,0,71714.1971069712
0,0,703600.459635002,0,0
0,0,0,763912.3142,0
0,0,0,0,4404793.78871806
