"35","80","3","45","60","65","25","55","20"
10259463.5317382,1293977.82282397,2304.74619492244,12190.3513192526,0,384755.12690814,262.085976786867,8965.11937287051,0
0,1858030.15522473,27653.4237939897,6668.38410095489,12079.9869602071,26020.5488327904,18679.7638954972,60494.7898862098,484.013568402441
0,0,414952.517650365,10323.0717920825,0,39631.307006851,61789.890649957,1342.88513646375,0
0,0,0,19250278.3324788,0,161.231498669304,633.870065383616,2166.5294960664,0
0,0,0,0,2897335.50744789,7668.06898131461,0,0,0
0,0,0,0,0,11070305.0496482,213141.220481348,179756.725543124,79301.5150209749
0,0,0,0,0,0,459120.047321814,8162.45788062409,9995.7600472786
0,0,0,0,0,0,0,183979.742273683,0
0,0,0,0,0,0,0,0,2088690.50413678
