"30","25","60","35","20","50","1","80","21","40"
16248653.9743776,420833.827201042,0,7395.60475623342,32869.591298842,24300.6774377104,3699.55744326642,0,0,0
0,77843598.4834139,0,19799.7329166915,1429068.17007077,440825.607645162,0,0,123131.186319053,0
0,0,10049433.3954311,0,82046.6632790403,0,0,0,0,0
0,0,0,2816899.78477436,0,544.273358972138,406.848315869714,0,0,0
0,0,0,0,1203628.17109981,0,0,0,1407.4738201764,0
0,0,0,0,0,16486068.614267,1465956.31924284,0,0,0
0,0,0,0,0,0,6879750.04993911,59.6987851505167,0,0
0,0,0,0,0,0,0,281929.753574323,0,0
0,0,0,0,0,0,0,0,17312.2331031011,0
0,0,0,0,0,0,0,0,0,548734.86
