"60","3","1","55","65","20","70","25","30"
12023363.9513777,44160.0478375874,15309.4810916934,19120.9429591698,3711.67150005018,37719.7460968456,0,26380.0836525743,10938.0316658149
0,1098803.45458546,130125.061945693,44174.2767125801,184752.630092122,5840.67490955274,53.4395009061563,67971.14172331,7933.13846422226
0,0,9813884.6459184,12441.1030758583,326850.792317268,0,0,487488.195925657,29.3521572471319
0,0,0,2376668.43437737,126801.426875507,100770.432577663,2851.63689276678,75337.0829680836,4019.44495568736
0,0,0,0,25503690.2698649,15489.584556924,0,918109.79919106,98104.9948870847
0,0,0,0,0,17716564.1942389,786.155651923518,5407.20360166339,0
0,0,0,0,0,0,47389580.1429767,352.391635614521,0
0,0,0,0,0,0,0,4550517.47144359,15.4439003049336
0,0,0,0,0,0,0,0,58002.0833339466
