"65","25","80","60","1","70","3","20","55","19"
5554166.12179093,69648.0033478783,2261.35553469899,16294.1289773449,545.021256550972,0,16049.9726561726,0,0,0
0,69654.7948639571,1973.76411309086,0,12644.9264960628,0,9318.5290330725,0,43.0573581867424,150.169643668816
0,0,61473.0302690772,0,2238.32234818864,581.578872520827,7138.97806579201,62.109126229582,2010.66157229009,6.94890080748466
0,0,0,549687.322906764,0,0,0,0,0,0
0,0,0,0,436840.751855598,0,1681.60070528615,0,0,196.373193061003
0,0,0,0,0,90723031.2279185,0,0,0,0
0,0,0,0,0,0,74014.4639720334,897.91975981276,1361.32082044516,6.18618452872133
0,0,0,0,0,0,0,386215.87311068,11812.6017617799,0
0,0,0,0,0,0,0,0,1171481.96076699,1133.18578481774
0,0,0,0,0,0,0,0,0,63.0701481817573
