"70","3","55","65","45","20","1","35","60"
123874751.818068,4598.30811521567,48315.8543593651,2483.65200534037,7026977.03061763,0,23083.0473036004,189183.63940838,0
0,325925.922116646,39948.3388078938,11209.3252550645,4945.00131872319,1319.38005886158,115103.065169755,141.788423903607,9173.02323948237
0,0,390068.06829388,136034.013610169,8.62045779503723,5150.8558008619,3416.86411473253,0,0
0,0,0,19136241.4147006,18894.1263863406,237812.677315352,15513.0124844285,1271.71485474254,0
0,0,0,0,1883192.21675268,0,623.239354187534,2903.76753667302,0
0,0,0,0,0,6135035.59463274,0,0,7652.26597905728
0,0,0,0,0,0,3497208.6832584,0,0
0,0,0,0,0,0,0,5459621.11037931,5057.35793262531
0,0,0,0,0,0,0,0,8951417.61878732
