"70","3","35","65","80","1","55","60","20"
57448811.5733371,0,1309125.26562056,135518.000737313,27525.5821520558,0,47.0065172517395,0,910.94257980353
0,249413.328431871,18415.7446987611,4382.06789760342,2906.00346907815,77161.7404463907,1164.25421860744,0,225.117950820538
0,0,3232031.41181918,41609.8298270472,250034.467113465,1770.65581323961,13344.9328898955,0,3342.32140061578
0,0,0,17747255.8059773,43917.8992260721,0,49908.3653037796,0,109628.196293936
0,0,0,0,3311966.7516054,3036.55183698053,47661.9537940772,0,4075.96050303283
0,0,0,0,0,388562.379083418,1894.27811858615,0,0
0,0,0,0,0,0,247583.624614358,0,38150.7668116556
0,0,0,0,0,0,0,6300590.4672039,3320.07840999936
0,0,0,0,0,0,0,0,3231126.3127269
