"1","3","35","25","21","30"
4590829.29248123,445899.197079888,6525.9854965703,464552.15094574,1375400.05961386,124631.283034236
0,3597450.63520998,15570.7596542702,187382.1102983,267241.324776306,52564.3161262639
0,0,280822.939055056,151631.394991863,0,18316.5369618931
0,0,0,10343303.3312636,172185.326143697,388770.023259476
0,0,0,0,19214762.9988534,0
0,0,0,0,0,1945546.02261236
