"year","metier","gear","metier.cm","node_strength","eigen","btwn","btwn_inverted","basic_btwn","deg_norm","pcgroup"
"2013","35",NA,"Tuna","0.413758542335646","0.787841289952449","0.333333333333333","0.333333333333333","0.333333333333333","0.833333333333333","WA Coast"
"2013","21",NA,"Pink shrimp","0.286253403855309","0.501971381118705","0.333333333333333","0.333333333333333","0","0.666666666666667","WA Coast"
"2013","25",NA,"Crab","0.839874802633302","1","0.866666666666667","0.866666666666667","0","1","WA Coast"
"2013","30",NA,"Salmon","0.122650092161535","0.233370810425196","0","0","0.6","0.833333333333333","WA Coast"
"2013","1",NA,"DTS groundfish","0.153102744299125","0.334687991427628","0","0","0","0.666666666666667","WA Coast"
"2013","45",NA,"Coastal pelagics","0.123868889260233","0.22105222798891","0","0","0.533333333333333","0.833333333333333","WA Coast"
"2013","2",NA,"Whiting","0.0604915254548488","0.0920484057441367","0","0","0.6","0.833333333333333","WA Coast"
"2013","35",NA,"Tuna","NaN","1",NA,NA,"NaN","0","Other Coastal Washington"
"2013","30",NA,"Salmon","NaN","1",NA,NA,"NaN","0","Other Coastal Washington"
"2013","21",NA,"Pink shrimp","0.172706220589272","0.134351450562833","0","0","0","0.714285714285714","Astoria"
"2013","30",NA,"Salmon","0.0405225900745224","0.0133872468196313","0","0","0.857142857142857","0.857142857142857","Astoria"
"2013","35",NA,"Tuna","0.163481973237801","0.102418947126412","0.285714285714286","0.285714285714286","0.285714285714286","0.571428571428571","Astoria"
"2013","25",NA,"Crab","0.367914256348406","0.317305473475101","0.761904761904762","0.761904761904762","0","1","Astoria"
"2013","1",NA,"DTS groundfish","0.478668869516973","0.989883779153869","0.476190476190476","0.476190476190476","0.476190476190476","1","Astoria"
"2013","3",NA,"Non-DTS groundfish","0.494396124275743","1","0.285714285714286","0.285714285714286","0","0.857142857142857","Astoria"
"2013","45",NA,"Coastal pelagics","0.122269993318221","0.0607104319912011","0","0","0","0.857142857142857","Astoria"
"2013","2",NA,"Whiting","0.160039972639063","0.327508189296769","0","0","0","0.714285714285714","Astoria"
"2013","30",NA,"Salmon","0.743805277399871","1","0.666666666666667","0.666666666666667","0","1","Tillamook"
"2013","3",NA,"Non-DTS groundfish","0.133456933531048","0.200132879976246","0","0","1","1","Tillamook"
"2013","35",NA,"Tuna","0.433646036550564","0.669026946246472","0","0","0","1","Tillamook"
"2013","25",NA,"Crab","0.689091752518517","0.946265990246596","0.666666666666667","0.666666666666667","0","1","Tillamook"
"2013","30",NA,"Salmon","NaN","1",NA,NA,"NaN","NaN","Columbia River"
"2013","35",NA,"Tuna","0.200974683771483","0.254685424498573","0","0","0","0.5","Newport"
"2013","25",NA,"Crab","0.929129196528655","1","1","1","0.666666666666667","1","Newport"
"2013","30",NA,"Salmon","0.234216010454376","0.304255666665439","0","0","0","0.5","Newport"
"2013","21",NA,"Pink shrimp","0.555087436941539","0.918337418811844","0","0","0","0.5","Newport"
"2013","2",NA,"Whiting","0.0805926723039479","0.133510986410805","0","0","0.5","0.5","Newport"
"2013","30",NA,"Salmon","0.234242889990194","0.312401960300791","0","0","0","1","Coos Bay"
"2013","21",NA,"Pink shrimp","0.497011081383819","0.922713286156527","0","0","0.4","1","Coos Bay"
"2013","25",NA,"Crab","0.71535302633137","1","0.8","0.8","0","1","Coos Bay"
"2013","80",NA,"Other","0.0219214127111051","0.0337665646041636","0","0","0.7","1","Coos Bay"
"2013","35",NA,"Tuna","0.241689096130084","0.310634069149668","0","0","0","1","Coos Bay"
"2013","1",NA,"DTS groundfish","0.289782493453428","0.562212317017513","0","0","0","1","Coos Bay"
"2013","1",NA,"DTS groundfish","0.52964826226145","0.807511229698241","0.7","0.7","0","1","Brookings"
"2013","25",NA,"Crab","0.629451264944237","1","0.7","0.7","0","1","Brookings"
"2013","3",NA,"Non-DTS groundfish","0.2189987737314","0.432824361467969","0","0","0.6","1","Brookings"
"2013","30",NA,"Salmon","0.339577502834007","0.743061078967745","0","0","0","0.8","Brookings"
"2013","35",NA,"Tuna","0.0853289949557569","0.19323604118039","0","0","0.6","0.8","Brookings"
"2013","21",NA,"Pink shrimp","0.196995201273149","0.379296907785449","0","0","0.4","0.6","Brookings"
"2013","25",NA,"Crab","0.986924141190769","1","1","1","0.4","1","Crescent City"
"2013","20",NA,"Prawns/shrimp","0.191339751069597","0.272827355558556","0","0","0","0.6","Crescent City"
"2013","3",NA,"Non-DTS groundfish","0.0764222426715694","0.10811189131542","0","0","0.4","0.8","Crescent City"
"2013","80",NA,"Other","0.00669151851607135","0.0095434404661851","0","0","0","0.2","Crescent City"
"2013","35",NA,"Tuna","0.0578324060318715","0.0824639270626468","0","0","0.8","0.6","Crescent City"
"2013","21",NA,"Pink shrimp","0.680789940520123","0.954370770468674","0","0","0","0.4","Crescent City"
"2013","3",NA,"Non-DTS groundfish","0.342973800139344","0.736913977802035","0.333333333333333","0.333333333333333","0.6","1","Eureka"
"2013","70",NA,"Squid","0.000503017280179624","0.000861339967884473","0","0","0","0.166666666666667","Eureka"
"2013","25",NA,"Crab","0.552319743386666","0.820471680317197","0.6","0.6","0","0.833333333333333","Eureka"
"2013","1",NA,"DTS groundfish","0.603931232692807","1","0.733333333333333","0.733333333333333","0","0.833333333333333","Eureka"
"2013","30",NA,"Salmon","0.206090162869502","0.392812778183908","0","0","0","0.666666666666667","Eureka"
"2013","35",NA,"Tuna","0.0340808584614002","0.0651145561315519","0","0","0.8","0.666666666666667","Eureka"
"2013","21",NA,"Pink shrimp","0.260101185170102","0.557938028243186","0","0","0","0.5","Eureka"
"2013","1",NA,"DTS groundfish","0.774313196594579","1","0.266666666666667","0.266666666666667","0","0.833333333333333","Morro Bay"
"2013","3",NA,"Non-DTS groundfish","0.704571711027685","0.939695442107862","0.6","0.6","0","0.833333333333333","Morro Bay"
"2013","80",NA,"Other","0.128581916287492","0.168511341847306","0","0","0","0.833333333333333","Morro Bay"
"2013","25",NA,"Crab","0.264149577253433","0.430026200498232","0","0","0.0666666666666667","0.666666666666667","Morro Bay"
"2013","30",NA,"Salmon","0.0774295442017553","0.0964078900905964","0","0","0.266666666666667","0.833333333333333","Morro Bay"
"2013","55",NA,"CA halibut/croaker","0.0509540546350562","0.0511961729740873","0","0","0.133333333333333","0.666666666666667","Morro Bay"
"2013","70",NA,"Squid","0","0","0","0","0","0","Morro Bay"
"2013","30",NA,"Salmon","0.398097227666677","0.587983941322912","0","0","0.333333333333333","1","Fort Bragg"
"2013","1",NA,"DTS groundfish","0.675883140301821","1","0.333333333333333","0.333333333333333","0","0.833333333333333","Fort Bragg"
"2013","25",NA,"Crab","0.455365961100991","0.650183927541669","0.733333333333333","0.733333333333333","0","1","Fort Bragg"
"2013","3",NA,"Non-DTS groundfish","0.413450529543175","0.820308570791503","0","0","0.333333333333333","0.833333333333333","Fort Bragg"
"2013","80",NA,"Other","0.00795345303932568","0.00068306908121717","0","0","0.866666666666667","0.833333333333333","Fort Bragg"
"2013","60",NA,"Echinoderms","0.0293927913512911","0.0433054463406423","0","0","0","0.666666666666667","Fort Bragg"
"2013","35",NA,"Tuna","0.0198568969967187","0.0153493944917192","0.333333333333333","0.333333333333333","0","0.5","Fort Bragg"
"2013","30",NA,"Salmon","0.800419200259062","0.981617914108981","0","0","0","1","Bodega Bay"
"2013","25",NA,"Crab","0.929670399178834","1","1","1","0","1","Bodega Bay"
"2013","1",NA,"DTS groundfish","0.222885862227946","0.277636241296983","0","0","0","1","Bodega Bay"
"2013","80",NA,"Other","0.0470245383341583","0.0530641516722414","0","0","1","1","Bodega Bay"
"2013","30",NA,"Salmon","0.413114983766264","0.89150741442552","0","0","0.416666666666667","0.888888888888889","San Francisco"
"2013","80",NA,"Other","0.136673400186607","0.0165603765752135","0.222222222222222","0.222222222222222","0.638888888888889","0.777777777777778","San Francisco"
"2013","40",NA,"Herring","0.0246445586815633","0.0487453997033352","0","0","0.277777777777778","0.555555555555556","San Francisco"
"2013","35",NA,"Tuna","0.11958209846053","0.0123483906188712","0","0","0","0.333333333333333","San Francisco"
"2013","1",NA,"DTS groundfish","0.19607900069359","0.381604283668592","0","0","0","0.666666666666667","San Francisco"
"2013","25",NA,"Crab","0.795301724026006","1","0.916666666666667","0.916666666666667","0.416666666666667","1","San Francisco"
"2013","3",NA,"Non-DTS groundfish","0.0855595979733929","0.130324511221978","0","0","0.361111111111111","0.666666666666667","San Francisco"
"2013","55",NA,"CA halibut/croaker","0.100054975539674","0.160969209964891","0.388888888888889","0.388888888888889","0","0.666666666666667","San Francisco"
"2013","70",NA,"Squid","0.0712816299449907","0.161943611727562","0","0","0","0.111111111111111","San Francisco"
"2013","20",NA,"Prawns/shrimp","0.0577080307273814","0.125356804068315","0","0","0","0.333333333333333","San Francisco"
"2013","20",NA,"Prawns/shrimp","0.551305864735631","0.888006302984675","0","0","0","0.6","San Diego"
"2013","65",NA,"Shellfish","0.915196081118977","1","1","1","0","1","San Diego"
"2013","80",NA,"Other","0.134331996350133","0.171864374288404","0","0","0.3","1","San Diego"
"2013","1",NA,"DTS groundfish","0.0442635061840666","0.0729055082657566","0","0","0","0.4","San Diego"
"2013","55",NA,"CA halibut/croaker","0.30958591953022","0.457258970329223","0","0","0.4","0.8","San Diego"
"2013","60",NA,"Echinoderms","0.0453166320809721","0.0682407249649402","0","0","0.7","0.6","San Diego"
"2013","3",NA,"Non-DTS groundfish","0.0987508646970117","1.79131800025532e-05","0.107142857142857","0.107142857142857","0","0.625","Monterey"
"2013","30",NA,"Salmon","0.0475515710765717","6.5975011175605e-06","0","0","0.607142857142857","0.875","Monterey"
"2013","45",NA,"Coastal pelagics","0.804522026183586","1","0.25","0.25","0.785714285714286","0.75","Monterey"
"2013","70",NA,"Squid","0.804023922841574","0.99999989282967","0","0","0","0.125","Monterey"
"2013","1",NA,"DTS groundfish","0.101061896015885","0.000130254188488163","0.142857142857143","0.142857142857143","0","0.625","Monterey"
"2013","55",NA,"CA halibut/croaker","0.0191022293631369","0.000441870681552987","0.428571428571429","0.428571428571429","0","0.75","Monterey"
"2013","25",NA,"Crab","0.0935404697260399","5.66266449402459e-05","0.535714285714286","0.535714285714286","0","0.875","Monterey"
"2013","20",NA,"Prawns/shrimp","0.0252690777032703","1.71761054100822e-06","0","0","0","0.25","Monterey"
"2013","35",NA,"Tuna","0.00617794239292517","4.24789143944224e-07","0","0","0.25","0.375","Monterey"
"2013","60",NA,"Echinoderms","0.142273218640522","0.0675803590638509","0","0","0.285714285714286","1","Santa Barbara"
"2013","1",NA,"DTS groundfish","0.0619225381786989","0.109600456032175","0","0","0.285714285714286","1","Santa Barbara"
"2013","55",NA,"CA halibut/croaker","0.162196230108422","0.11104358525567","0","0","0","1","Santa Barbara"
"2013","80",NA,"Other","0.188746137971421","0.201605844179174","0.428571428571429","0.428571428571429","0","1","Santa Barbara"
"2013","25",NA,"Crab","0.590574025262485","1","0.285714285714286","0.285714285714286","0","1","Santa Barbara"
"2013","65",NA,"Shellfish","0.628434010413688","0.999705645107648","0.380952380952381","0.380952380952381","0","0.857142857142857","Santa Barbara"
"2013","20",NA,"Prawns/shrimp","0.22403693572095","0.148882596491353","0.285714285714286","0.285714285714286","0","1","Santa Barbara"
"2013","70",NA,"Squid","0.00181690370381216","0.000676285230529786","0","0","0.904761904761905","0.857142857142857","Santa Barbara"
"2013","70",NA,"Squid","0.83827711255215","1","0.285714285714286","0.285714285714286","0","0.428571428571429","Los Angeles"
"2013","65",NA,"Shellfish","0.0552306790498613","0.00174251388835375","0.476190476190476","0.476190476190476","0.571428571428571","0.714285714285714","Los Angeles"
"2013","80",NA,"Other","0.0562706490075381","0.0208281595303386","0.714285714285714","0.714285714285714","0.285714285714286","1","Los Angeles"
"2013","35",NA,"Tuna","0.435024843161116","0.648695440994849","0.476190476190476","0.476190476190476","0.523809523809524","1","Los Angeles"
"2013","45",NA,"Coastal pelagics","0.550317310183314","0.831827537385277","0","0","0","0.714285714285714","Los Angeles"
"2013","1",NA,"DTS groundfish","0.00758990707744978","0.00273985823888653","0","0","0.476190476190476","0.714285714285714","Los Angeles"
"2013","20",NA,"Prawns/shrimp","0.0457755532126425","0.000351512948445769","0.285714285714286","0.285714285714286","0","0.714285714285714","Los Angeles"
"2013","60",NA,"Echinoderms","0.0115139457559287","0.000346280462613929","0","0","0","0.428571428571429","Los Angeles"
"2013","80",NA,"Other","NaN","1",NA,NA,"NaN","NaN","Unknown Ports"
"2014","30",NA,"Salmon","0.140823842391604","0.301505031498381","0.333333333333333","0.333333333333333","0.444444444444444","0.666666666666667","Puget Sound"
"2014","25",NA,"Crab","0.578733262558388","1","0.638888888888889","0.638888888888889","0","0.555555555555556","Puget Sound"
"2014","35",NA,"Tuna","0.00258790180640895","0.00118014787547189","0.194444444444444","0.194444444444444","0.361111111111111","0.444444444444444","Puget Sound"
"2014","60",NA,"Echinoderms","0.0226570454963509","0.0494937520062116","0","0","0.194444444444444","0.222222222222222","Puget Sound"
"2014","20",NA,"Prawns/shrimp","0.407416328815447","0.910116137880572","0.194444444444444","0.194444444444444","0.472222222222222","0.444444444444444","Puget Sound"
"2014","50",NA,"Pacific halibut","0.437601398812858","0.665589784848817","0.194444444444444","0.194444444444444","0","0.444444444444444","Puget Sound"
"2014","1",NA,"DTS groundfish","0.371641713131304","0.588684956957941","0","0","0.416666666666667","0.333333333333333","Puget Sound"
"2014","80",NA,"Other","0.000949877221709332","2.67272449936357e-06","0","0","0","0.111111111111111","Puget Sound"
"2014","21",NA,"Pink shrimp","0.0375886297659289","0.0739411939349016","0","0","0","0.333333333333333","Puget Sound"
"2014","40",NA,"Herring","0","0","0","0","0","0","Puget Sound"
"2014","25",NA,"Crab","0.256089980736972","0.325501360008018","0","0","0","0.25","North WA Coast"
"2014","30",NA,"Salmon","1","1","0.166666666666667","0.166666666666667","0.166666666666667","0.5","North WA Coast"
"2014","1",NA,"DTS groundfish","0.743910019263028","0.945541572133627","0","0","0","0.25","North WA Coast"
"2014","80",NA,"Other","0","1.26110441176953e-23","0","0","0","0","North WA Coast"
"2014","60",NA,"Echinoderms","0","1.26110441176953e-23","0","0","0","0","North WA Coast"
"2014","35",NA,"Tuna","0.382503842229006","0.599687325827127","0","0","0","0.8","WA Coast"
"2014","25",NA,"Crab","0.910468749785525","1","0.9","0.9","0","1","WA Coast"
"2014","1",NA,"DTS groundfish","0.121462066800466","0.197793029302984","0","0","0.6","0.8","WA Coast"
"2014","21",NA,"Pink shrimp","0.432978107430067","0.775242763773819","0.4","0.4","0","0.6","WA Coast"
"2014","30",NA,"Salmon","0.144972797957076","0.205206715271959","0","0","0","0.6","WA Coast"
"2014","2",NA,"Whiting","0.00761443579786067","0.0086551290533145","0","0","0.6","0.6","WA Coast"
"2014","35",NA,"Tuna","NaN","1",NA,NA,"NaN","NaN","Other Coastal Washington"
"2014","21",NA,"Pink shrimp","0.224160612362326","0.301723131345747","0","0","0.476190476190476","0.714285714285714","Astoria"
"2014","30",NA,"Salmon","0.0479897882884816","0.0134392162233403","0","0","0.285714285714286","0.857142857142857","Astoria"
"2014","35",NA,"Tuna","0.147588020126337","0.0723505885480167","0.285714285714286","0.285714285714286","0.571428571428571","0.857142857142857","Astoria"
"2014","25",NA,"Crab","0.334535728631182","0.312282244936","0.476190476190476","0.476190476190476","0","1","Astoria"
"2014","1",NA,"DTS groundfish","0.569135321338353","1","0.666666666666667","0.666666666666667","0","1","Astoria"
"2014","3",NA,"Non-DTS groundfish","0.552306823848628","0.988614892085537","0.285714285714286","0.285714285714286","0.571428571428571","1","Astoria"
"2014","50",NA,"Pacific halibut","0.0358162368529734","0.045755388451504","0","0","0","0.714285714285714","Astoria"
"2014","2",NA,"Whiting","0.0884674685517186","0.192990898354848","0","0","0.285714285714286","0.714285714285714","Astoria"
"2014","25",NA,"Crab","0.705654022744063","0.975398334414109","0.5","0.5","0","0.8","Tillamook"
"2014","30",NA,"Salmon","0.648593060680102","1","0","0","0","0.8","Tillamook"
"2014","50",NA,"Pacific halibut","0.0756603661612421","0.133617795980854","0","0","0.4","0.6","Tillamook"
"2014","35",NA,"Tuna","0.428423578107001","0.73666566085701","0","0","0.2","0.8","Tillamook"
"2014","3",NA,"Non-DTS groundfish","0.141668972307592","0.242702502187431","0","0","0","0.6","Tillamook"
"2014","65",NA,"Shellfish","0","0","0","0","0","0","Tillamook"
"2014","30",NA,"Salmon","NaN","1",NA,NA,"NaN","NaN","Columbia River"
"2014","1",NA,"DTS groundfish","0.412544960742675","0.70911138524876","0.333333333333333","0.333333333333333","0","1","Newport"
"2014","25",NA,"Crab","0.788403911785712","1","0.866666666666667","0.866666666666667","0","1","Newport"
"2014","30",NA,"Salmon","0.132976348421538","0.200442601966716","0","0","0","0.833333333333333","Newport"
"2014","80",NA,"Other","0.0221704817347408","0.0459046140629909","0","0","0.8","1","Newport"
"2014","35",NA,"Tuna","0.17089282161736","0.264082029026833","0","0","0","0.833333333333333","Newport"
"2014","21",NA,"Pink shrimp","0.414108052678044","0.805509075552467","0","0","0","0.666666666666667","Newport"
"2014","2",NA,"Whiting","0.0589034230199296","0.097898351498278","0","0","0.6","0.666666666666667","Newport"
"2014","30",NA,"Salmon","0.134447226493971","0.162964142773957","0","0","0","0.714285714285714","Coos Bay"
"2014","21",NA,"Pink shrimp","0.639807660953305","1","0.523809523809524","0.523809523809524","0","0.714285714285714","Coos Bay"
"2014","25",NA,"Crab","0.669291345332723","0.976446717137665","0.80952380952381","0.80952380952381","0.285714285714286","1","Coos Bay"
"2014","1",NA,"DTS groundfish","0.274704550510137","0.508799735423014","0","0","0","0.857142857142857","Coos Bay"
"2014","3",NA,"Non-DTS groundfish","0.132067265584391","0.239177553588381","0","0","0","0.857142857142857","Coos Bay"
"2014","35",NA,"Tuna","0.122839779739586","0.147473854563281","0","0","0","0.857142857142857","Coos Bay"
"2014","45",NA,"Coastal pelagics","0.0234472988011432","0.0469456043557754","0","0","0","0.142857142857143","Coos Bay"
"2014","80",NA,"Other","0.00339487258474351","0.00587017943144374","0","0","0.952380952380952","0.857142857142857","Coos Bay"
"2014","1",NA,"DTS groundfish","0.658465176046013","1","0.7","0.7","0","1","Brookings"
"2014","3",NA,"Non-DTS groundfish","0.263891219949773","0.461195588483863","0","0","0.3","1","Brookings"
"2014","35",NA,"Tuna","0.0523186918462962","0.0510253344650442","0","0","0.8","0.8","Brookings"
"2014","25",NA,"Crab","0.371736176644702","0.462621390232786","0.7","0.7","0","1","Brookings"
"2014","21",NA,"Pink shrimp","0.494412867122241","0.921637374712133","0","0","0","0.6","Brookings"
"2014","30",NA,"Salmon","0.159175868390975","0.192502764043125","0","0","0","0.8","Brookings"
"2014","25",NA,"Crab","0.997993025179424","1","0.5","0.5","0.333333333333333","0.75","Crescent City"
"2014","3",NA,"Non-DTS groundfish","0.109814346645954","0.138865521154753","0","0","0.333333333333333","0.5","Crescent City"
"2014","80",NA,"Other","0","0","0","0","0","0","Crescent City"
"2014","21",NA,"Pink shrimp","0.76017971563222","0.97613920875479","0","0","0","0.25","Crescent City"
"2014","20",NA,"Prawns/shrimp","0.132012912542401","0.16729720640699","0","0","0","0.5","Crescent City"
"2014","25",NA,"Crab","0.492505255019637","0.756261422376627","0.7","0.7","0","1","Eureka"
"2014","1",NA,"DTS groundfish","0.797005513955951","1","0.7","0.7","0","1","Eureka"
"2014","3",NA,"Non-DTS groundfish","0.335293189408733","0.60833401127725","0","0","0.7","1","Eureka"
"2014","35",NA,"Tuna","0.0218470555049591","0.0255316252059263","0","0","0.7","0.8","Eureka"
"2014","30",NA,"Salmon","0.072491264760308","0.10102052494124","0","0","0","0.8","Eureka"
"2014","21",NA,"Pink shrimp","0.280857721350412","0.500736185411557","0","0","0","0.6","Eureka"
"2014","1",NA,"DTS groundfish","0.744891876517725","1","0.19047619047619","0.19047619047619","0.238095238095238","0.714285714285714","Morro Bay"
"2014","3",NA,"Non-DTS groundfish","0.768938868085793","0.973375197511234","0.428571428571429","0.428571428571429","0","0.714285714285714","Morro Bay"
"2014","30",NA,"Salmon","0.132019329301527","0.185837387853084","0","0","0.142857142857143","0.571428571428571","Morro Bay"
"2014","55",NA,"CA halibut/croaker","0.060026787070395","0.0913664753073163","0","0","0.238095238095238","0.428571428571429","Morro Bay"
"2014","25",NA,"Crab","0.257531674547609","0.394371055739602","0","0","0","0.428571428571429","Morro Bay"
"2014","60",NA,"Echinoderms","0","1.13849793791125e-16","0","0","0","0","Morro Bay"
"2014","20",NA,"Prawns/shrimp","0.0365914644769518","0.059221086289807","0","0","0.142857142857143","0.285714285714286","Morro Bay"
"2014","70",NA,"Squid","0","1.13849793791125e-16","0","0","0","0","Morro Bay"
"2014","30",NA,"Salmon","0.365338702170269","0.48549793954418","0.4","0.4","0","1","Fort Bragg"
"2014","1",NA,"DTS groundfish","0.743515908601594","1","0.7","0.7","0","1","Fort Bragg"
"2014","3",NA,"Non-DTS groundfish","0.45284949550069","0.842590376259525","0","0","0","0.8","Fort Bragg"
"2014","60",NA,"Echinoderms","0.0116020748700614","0.0181942127139572","0","0","0.4","0.6","Fort Bragg"
"2014","25",NA,"Crab","0.413683124738475","0.562308858774057","0","0","0.6","1","Fort Bragg"
"2014","35",NA,"Tuna","0.0130106941189103","0.0126072144695959","0","0","0.7","0.8","Fort Bragg"
"2014","80",NA,"Other","0.11167989507067","0.140028742988019","0.3","0.3","0.1","0.8","Bodega Bay"
"2014","30",NA,"Salmon","0.486825553511931","0.76158633894112","0","0","0.2","0.8","Bodega Bay"
"2014","25",NA,"Crab","0.923350828676905","1","0.5","0.5","0","0.8","Bodega Bay"
"2014","55",NA,"CA halibut/croaker","0.0380583881500506","0.0241965957937754","0","0","0.3","0.8","Bodega Bay"
"2014","1",NA,"DTS groundfish","0.440085334590444","0.67555633163505","0","0","0","0.8","Bodega Bay"
"2014","70",NA,"Squid","0","1.55463303833604e-24","0","0","0","0","Bodega Bay"
"2014","25",NA,"Crab","0.924955316156215","1","1","1","0.285714285714286","1","San Francisco"
"2014","35",NA,"Tuna","0.0120755859103266","0.0251839514398259","0","0","0.476190476190476","0.285714285714286","San Francisco"
"2014","30",NA,"Salmon","0.42185368613398","0.843618700927774","0","0","0.714285714285714","0.857142857142857","San Francisco"
"2014","70",NA,"Squid","0.112605227618144","0.240027951801928","0","0","0","0.142857142857143","San Francisco"
"2014","20",NA,"Prawns/shrimp","0.0876725456128017","0.184214601187429","0","0","0.238095238095238","0.428571428571429","San Francisco"
"2014","1",NA,"DTS groundfish","0.205654776367301","0.390202629101407","0","0","0","0.714285714285714","San Francisco"
"2014","3",NA,"Non-DTS groundfish","0.0951523276394439","0.168981221093461","0","0","0.238095238095238","0.571428571428571","San Francisco"
"2014","55",NA,"CA halibut/croaker","0.140030534561788","0.250896794970465","0","0","0","0.571428571428571","San Francisco"
"2014","35",NA,"Tuna","0.53820851565664","0.996656322075254","0","0","0.4","0.833333333333333","San Diego"
"2014","65",NA,"Shellfish","0.431441871114912","0.142431344652658","0.8","0.8","0","1","San Diego"
"2014","80",NA,"Other","0.574248590513678","1","0.333333333333333","0.333333333333333","0.2","1","San Diego"
"2014","1",NA,"DTS groundfish","0.0252174400962006","0.0112096216642822","0","0","0","0.5","San Diego"
"2014","55",NA,"CA halibut/croaker","0.141339016825078","0.0996002467773051","0","0","0","0.833333333333333","San Diego"
"2014","20",NA,"Prawns/shrimp","0.263301317288203","0.0761715976846815","0","0","0.2","0.666666666666667","San Diego"
"2014","60",NA,"Echinoderms","0.0262432485052881","0.0142396877595392","0","0","0.133333333333333","0.5","San Diego"
"2014","45",NA,"Coastal pelagics","0.747545886607251","1","0.25","0.25","0.464285714285714","0.875","Monterey"
"2014","70",NA,"Squid","0.73259421165161","0.999923704975494","0","0","0","0.25","Monterey"
"2014","80",NA,"Other","0.0313755099880118","0.00984401933559846","0.0714285714285714","0.0714285714285714","0.214285714285714","0.875","Monterey"
"2014","55",NA,"CA halibut/croaker","0.0169316093174492","0.00221956005210585","0","0","0.428571428571429","0.875","Monterey"
"2014","3",NA,"Non-DTS groundfish","0.119816626100675","0.00156784513304856","0.178571428571429","0.178571428571429","0","0.75","Monterey"
"2014","25",NA,"Crab","0.128157126079961","0.00170784187490517","0.535714285714286","0.535714285714286","0","0.875","Monterey"
"2014","1",NA,"DTS groundfish","0.113711310653203","0.000614676667787901","0","0","0.714285714285714","0.75","Monterey"
"2014","30",NA,"Salmon","0.0969692257370952","0.00719051860216646","0.285714285714286","0.285714285714286","0","0.875","Monterey"
"2014","20",NA,"Prawns/shrimp","0.0128984938647433","5.49989584759547e-05","0","0","0","0.375","Monterey"
"2014","60",NA,"Echinoderms","0.211224287472413","0.0732437578909587","0","0","0","0.666666666666667","Santa Barbara"
"2014","35",NA,"Tuna","0.00617995158974107","0.0080815479482444","0","0","0.6","1","Santa Barbara"
"2014","25",NA,"Crab","0.632402408850878","0.981624706871545","0.333333333333333","0.333333333333333","0","1","Santa Barbara"
"2014","65",NA,"Shellfish","0.776364842428529","1","0.733333333333333","0.733333333333333","0","0.833333333333333","Santa Barbara"
"2014","1",NA,"DTS groundfish","0.0852388750214969","0.135421210402588","0","0","0.6","0.833333333333333","Santa Barbara"
"2014","20",NA,"Prawns/shrimp","0.288344550521117","0.16606187286539","0.6","0.6","0","1","Santa Barbara"
"2014","70",NA,"Squid","0.000245084115825564","6.73716901839474e-05","0","0","0.6","0.666666666666667","Santa Barbara"
"2014","70",NA,"Squid","0.516812398678536","1","0.25","0.25","0","0.25","Los Angeles"
"2014","65",NA,"Shellfish","0.116104459099234","0.0481030736964186","0.428571428571429","0.428571428571429","0","0.625","Los Angeles"
"2014","80",NA,"Other","0.183964230609869","0.2464633689266","0.535714285714286","0.535714285714286","0","0.875","Los Angeles"
"2014","35",NA,"Tuna","0.486297386974832","0.784060269264609","0.714285714285714","0.714285714285714","0.428571428571429","1","Los Angeles"
"2014","1",NA,"DTS groundfish","0.0596241173574443","0.0214918542027735","0.25","0.25","0","0.5","Los Angeles"
"2014","45",NA,"Coastal pelagics","0.44349817933719","0.918001206435409","0","0","0.464285714285714","0.75","Los Angeles"
"2014","60",NA,"Echinoderms","0.0341168823361116","0.00377330409229657","0","0","0.5","0.5","Los Angeles"
"2014","3",NA,"Non-DTS groundfish","0.0551619173827523","0.00828283464000304","0","0","0.642857142857143","0.875","Los Angeles"
"2014","20",NA,"Prawns/shrimp","0.104420428224032","0.0100621984513624","0.25","0.25","0","0.625","Los Angeles"
"2014","70",NA,"Squid","0.516812398678536","1","0.25","0.25","0","0.25","Los Angeles"
"2014","65",NA,"Shellfish","0.116104459099234","0.0481030736964186","0.428571428571429","0.428571428571429","0","0.625","Los Angeles"
"2014","80",NA,"Other","0.183964230609869","0.2464633689266","0.535714285714286","0.535714285714286","0","0.875","Los Angeles"
"2014","35",NA,"Tuna","0.486297386974832","0.784060269264609","0.714285714285714","0.714285714285714","0.428571428571429","1","Los Angeles"
"2014","1",NA,"DTS groundfish","0.0596241173574443","0.0214918542027735","0.25","0.25","0","0.5","Los Angeles"
"2014","45",NA,"Coastal pelagics","0.44349817933719","0.918001206435409","0","0","0.464285714285714","0.75","Los Angeles"
"2014","60",NA,"Echinoderms","0.0341168823361116","0.00377330409229657","0","0","0.5","0.5","Los Angeles"
"2014","3",NA,"Non-DTS groundfish","0.0551619173827523","0.00828283464000304","0","0","0.642857142857143","0.875","Los Angeles"
"2014","20",NA,"Prawns/shrimp","0.104420428224032","0.0100621984513624","0.25","0.25","0","0.625","Los Angeles"
"2015","30",NA,"Salmon","0.12069535790979","0.274390766182629","0","0","0.416666666666667","0.555555555555556","Puget Sound"
"2015","25",NA,"Crab","0.600555575818296","1","0.666666666666667","0.666666666666667","0","0.555555555555556","Puget Sound"
